"","m","Duration.wave1","ResponseId.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2"
"773",229410207420614,950,"R_2RV6CfdGPKwTkDF","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,4,8108,"R_3EMSyhqUCbKLNmr",24,"<1'500- 2'499€
3'100-4'299CHF"
"774",229410207421640,1210,"R_1DwD6QWJ1LcwYXv","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,4,749,"R_1CeTcMn0lbUzusP",35,"> 4'000€
>5'900 CHF"
"775",229677069752425,939,"R_qLaqpO9v3IIvkjf","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1130,"R_3dYPKbL496JjTol",54,"2'500- 4'000€
<4'300- 5'899CHF"
"776",229677069752429,622,"R_3qNVwoe9bOfYyTf","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,772,"R_1imRgwgV3MRhScB",60,"2'500- 4'000€
<4'300- 5'899CHF"
"777",229677069753462,748,"R_2zBiZ6H7AnnXdfc","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,2601,"R_20UodHACXAGHKfb",59,"<1'500- 2'499€
3'100-4'299CHF"
"778",229677069753472,906,"R_2qE3uK7BL6Ld2kG","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,1044,"R_1pRlKMFD5wezyAJ",66,"2'500- 4'000€
<4'300- 5'899CHF"
"779",229677069754503,2341,"R_24bFDHU9m2ehAX7","female","Germany","> 4'000€
>5'900 CHF","middle school",5,4,1069,"R_TsVBGoErEzfJC9j",60,"> 4'000€
>5'900 CHF"
"780",229677069754505,9819,"R_3O33BxctPZwg2Ip","male","Germany","> 4'000€
>5'900 CHF","degree",2,4,5781,"R_xDcHNv1rrVvbX7H",51,"> 4'000€
>5'900 CHF"
"781",229677069754506,465,"R_3svx2FlGrbBLl6z","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,568,"R_3KroJHVBk8SLPgj",56,"2'500- 4'000€
<4'300- 5'899CHF"
"782",229677069754513,513,"R_1KjsPrPEuumwKtb","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,793,"R_1Fb60FleWdn0RUE",66,"2'500- 4'000€
<4'300- 5'899CHF"
"783",229677069754516,720,"R_DGe9pucJPilcj9n","female","Germany","> 4'000€
>5'900 CHF","degree",1,6,520,"R_1DIoPFGgJT5Pgew",66,"> 4'000€
>5'900 CHF"
"784",229677069754519,1766,"R_1LM7eqPSPvv6cnA","male","Germany","> 4'000€
>5'900 CHF","degree",2,7,3718,"R_26buS4VBqPDXu4Q",54,"> 4'000€
>5'900 CHF"
"785",229677069755544,1104,"R_25BgHpAMTkdum05","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,4,1285,"R_2rU8sA0U715NiEp",75,"2'500- 4'000€
<4'300- 5'899CHF"
"786",229677069755550,1083,"R_2EBhClLUXMckvNP","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,1582,"R_2fxg9AHWtBi2GBP",77,"2'500- 4'000€
<4'300- 5'899CHF"
"787",229677069755553,1195,"R_27JPdjUCRJVPpPD","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,6,974,"R_3NFkiMPlq1ujKz7",62,"2'500- 4'000€
<4'300- 5'899CHF"
"788",229677069755556,588,"R_3erHi0xaIRt1tb6","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,693,"R_2zkHxDkIP71xNiD",63,"2'500- 4'000€
<4'300- 5'899CHF"
"789",229677069755561,1515,"R_2QrlEjdJybtooPQ","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,4,1534,"R_3oHgVo6YiH2NtEO",60,"2'500- 4'000€
<4'300- 5'899CHF"
"790",229677069756589,1292,"R_1pQeLLBceDEDdP7","female","Germany","> 4'000€
>5'900 CHF","degree",3,3,1564,"R_cumm5I9DifLtTPz",59,"> 4'000€
>5'900 CHF"
"791",229677069756595,514,"R_21suA2PX6p1Ism0","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,8,568,"R_3EaPiC8QBqrdCzv",61,"2'500- 4'000€
<4'300- 5'899CHF"
"792",229677069756606,1438,"R_3pgbNbjPxUnx3fz","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,4,1714,"R_3KqhRCKK8aclyQT",69,"> 4'000€
>5'900 CHF"
"793",229677069756609,632,"R_27I3NTchpL5dg6a","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,6,780,"R_1H6Rjj0awqzoXyO",70,"2'500- 4'000€
<4'300- 5'899CHF"
"794",229677069757635,1668,"R_2PutYtkWESEB0aD","female","Germany","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,8,1556,"R_3qUKuCFjLdd5tw6",73,"<1'500- 2'499€
3'100-4'299CHF"
"795",229677069757642,1395,"R_3smqZ13umEbseql","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,5,1281,"R_2AHkbMeJiEZwITa",59,"2'500- 4'000€
<4'300- 5'899CHF"
"796",229677069757645,1150,"R_RkjQBLarFrYu2hH","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,973,"R_2uInyNC7MnrJsWt",71,"2'500- 4'000€
<4'300- 5'899CHF"
"797",229677069757653,1095,"R_2rx5p2njpd38417","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,3,1152,"R_1odmUPPKrKX7yt0",64,"2'500- 4'000€
<4'300- 5'899CHF"
"798",229677069757654,3181,"R_2f9BA7fnWi1TWYv","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,4906,"R_238izBRhPBGCp9W",51,"2'500- 4'000€
<4'300- 5'899CHF"
"799",229677069760760,1702,"R_3J8Ey5kokLjd6Va","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,5,1962,"R_3iqYkjTK2CuJWp1",67,"2'500- 4'000€
<4'300- 5'899CHF"
"800",229677069760763,2046,"R_3MflwzT4T2kJUka","female","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1732,"R_vHoduaMDXqcc6RP",66,"<1'500- 2'499€
3'100-4'299CHF"
"801",229677069762575,1351,"R_eEdxNEPfZcUq0Y9","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1679,"R_27TNjzQrRpz3JWy",65,"2'500- 4'000€
<4'300- 5'899CHF"
"802",229677069762577,1098,"R_2zkkFEVmexQufHD","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,1,513,"R_1q8sKTjAGSPoH8p",59,"> 4'000€
>5'900 CHF"
"803",229677069763602,812,"R_1OOWbFEaUfw4nNq","male","Germany","> 4'000€
>5'900 CHF","middle school",2,3,1025,"R_3gZRuNUJsE7IDtm",62,"> 4'000€
>5'900 CHF"
"804",229677069763603,580,"R_25BnA7CPqUqo20h","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,6,5028,"R_1Dw12dAWVKw9xMK",52,"2'500- 4'000€
<4'300- 5'899CHF"
"805",229677069765683,4024,"R_1mUzvNhl5PYy2RZ","male","Germany","> 4'000€
>5'900 CHF","obligatory school",2,3,6286,"R_1mCnbf3d67PsDIV",55,"> 4'000€
>5'900 CHF"
"806",229677069765686,1012,"R_2zSk2KmYWl290t2","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,5,1189,"R_3n1oDGlcUGZ1dgM",63,"2'500- 4'000€
<4'300- 5'899CHF"
"807",229677069767759,782,"R_RQYq3Vipgd7ErFn","female","Germany","> 4'000€
>5'900 CHF","middle school",2,5,793,"R_1eW7sUTARX7EZVa",60,"> 4'000€
>5'900 CHF"
"808",229677069768795,689,"R_3EA57iob7rXBswf","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,3,947,"R_1f3YXfeCEsOPSlV",74,"2'500- 4'000€
<4'300- 5'899CHF"
"809",229677069769846,977,"R_3I0IFRDlqrf2tcd","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,5,1291,"R_3fK6spotRorDdrN",71,"2'500- 4'000€
<4'300- 5'899CHF"
"810",229677069770882,2085,"R_2BfYn1I2a51vRhw","male","Germany","> 4'000€
>5'900 CHF","middle school",4,4,1520,"R_5pvosAPSGgsbplv",55,"> 4'000€
>5'900 CHF"
"811",229677069770883,516,"R_0ePq1ONxoWexxIZ","male","Germany","> 4'000€
>5'900 CHF","obligatory school",3,4,647,"R_2yeVJlifqE1mXtM",58,"> 4'000€
>5'900 CHF"
"812",229677069770890,1375,"R_2PnuGLktFgYFVth","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,2,1445,"R_2P6WvCjxDtRXpfh",70,"2'500- 4'000€
<4'300- 5'899CHF"
"813",229677069772955,1387,"R_1Cf6yTr5MYyJtR8","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1571,"R_88FkXzzd92InUJP",73,"2'500- 4'000€
<4'300- 5'899CHF"
"814",229677069772958,3240,"R_1DvYPnMPDojvXzI","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,3,3940,"R_3PufoRoPfelYFwl",52,"> 4'000€
>5'900 CHF"
"815",229677069775045,1051,"R_1otmNfK7mAWtgZD","male","Germany","> 4'000€
>5'900 CHF","middle school",2,5,1350,"R_1rw4iW8Em9oSO65",54,"> 4'000€
>5'900 CHF"
"816",229677069775046,1451,"R_3e84hhl4sckQPFE","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",3,3,1503,"R_SObJB6oNtVkHEGJ",66,"2'500- 4'000€
<4'300- 5'899CHF"
"817",229677069777112,1548,"R_1hH0gbNZowjmFne","female","Germany","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2024,"R_3qwf7JTBzYxKCgd",79,"<1'500- 2'499€
3'100-4'299CHF"
"818",229677069777113,326,"R_Q6OWDlJTHTeGxgJ","male","Germany","> 4'000€
>5'900 CHF","degree",2,8,259,"R_26alOhlaNHQ1n65",59,"> 4'000€
>5'900 CHF"
"819",229677069777128,2016,"R_3kHyP1LthBjvzfN","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,2226,"R_d9Wr6T3DLx5oFd7",64,"2'500- 4'000€
<4'300- 5'899CHF"
"820",229677069778159,1305,"R_7W2mEUOgeAez9LP","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,2,1231,"R_2WUyQrSKvvE7wA9",75,"2'500- 4'000€
<4'300- 5'899CHF"
"821",229677069779187,979,"R_3Gg0rh96RhxMnrW","female","Germany","> 4'000€
>5'900 CHF","degree",2,6,959,"R_23eQRGUU63p5ape",53,"> 4'000€
>5'900 CHF"
"822",229677069780221,416,"R_RyoAxKzW0AhwUFz","male","Germany","> 4'000€
>5'900 CHF","degree",3,8,514,"R_1QrumVRMHbRwkY2",54,"> 4'000€
>5'900 CHF"
"823",229677069783094,11789,"R_3IYwnVTF85uo49u","male","Germany","> 4'000€
>5'900 CHF","middle school",2,7,1627,"R_2tAx8AHrtHNXHR4",65,"> 4'000€
>5'900 CHF"
"824",229677069783097,956,"R_bkgOcCBsUlkRjWN","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1086,"R_1IXUw2uLMfzNXtL",64,"2'500- 4'000€
<4'300- 5'899CHF"
"825",229677069783098,977,"R_10TQ9M87QSuIqpq","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,2,1317,"R_1mt96mbxkfZ8oJc",63,"2'500- 4'000€
<4'300- 5'899CHF"
"826",229677069783101,866,"R_3HXooKTTwVg4kvF","female","Germany","> 4'000€
>5'900 CHF","degree",2,2,1022,"R_1LU8zd8gVQJ9Ymv",33,"> 4'000€
>5'900 CHF"
"827",229677069786216,1031,"R_2PAnGcUY9OHQY0i","male","Germany","> 4'000€
>5'900 CHF","degree",2,7,738,"R_9Lwbu0dX4GYTTdT",34,"> 4'000€
>5'900 CHF"
"828",229677069786223,728,"R_2DY4bjcMt1uUW6A","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,792,"R_2AZ25bimn4Bqy4F",67,"> 4'000€
>5'900 CHF"
"829",229677069787271,1023,"R_27BQw91OKVlhWPj","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1117,"R_3D22i7cfYJncBeS",62,"<1'500- 2'499€
3'100-4'299CHF"
"830",229677069789327,838,"R_2dFLAg1r8gfesUi","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,939,"R_2UVPhEcZkIqzMpj",55,"2'500- 4'000€
<4'300- 5'899CHF"
"831",229677069790363,516,"R_tWnH8DrJ7sGTg6B","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,673,"R_2uF0mhbCPjumhDr",52,"2'500- 4'000€
<4'300- 5'899CHF"
"832",229677069796587,1651,"R_2c0CCOxpaH46dQP","female","Germany","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,3427,"R_9XkdSTL43hLrWg1",65,"<1'500- 2'499€
3'100-4'299CHF"
"833",229677069801542,862,"R_3fOb75fcNvI7EOb","male","Germany","> 4'000€
>5'900 CHF","degree",4,2,982,"R_1loWPZTW4yf5XH7",54,"> 4'000€
>5'900 CHF"
"834",229677069801550,984,"R_1I3Fm74ZDEJUWVt","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,4,1411,"R_CdHSDDR8IXmD1jr",30,"2'500- 4'000€
<4'300- 5'899CHF"
"835",229677069804668,1873,"R_SBozdhH6aNgsCe5","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,3,1259,"R_31nkaGKfULADQcy",59,"2'500- 4'000€
<4'300- 5'899CHF"
"836",229677069806763,822,"R_3Kr5H5b1Te3ZJch","male","Germany","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,491,"R_2uIOhkgSdB9q255",39,"<1'500- 2'499€
3'100-4'299CHF"
"837",229677069807795,801,"R_31tJpXFvkb8QnWS","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,6,2211,"R_UMi8rMgfxloSZeV",57,"> 4'000€
>5'900 CHF"
"838",229677069834245,1269,"R_3dNb89opyPCGv1I","male","Germany","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,2335,"R_128Yrk2hM6RVtn2",55,"2'500- 4'000€
<4'300- 5'899CHF"
"839",229678093097023,456,"R_12GrTCx97UpFVGv","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,687,"R_Urlxrri2RjmT8k1",56,"<1'500- 2'499€
3'100-4'299CHF"
"840",229678093098051,1046,"R_3erVxLye9zFQbKQ","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,5,1258,"R_2yeC9fRUTFi5tqO",63,"2'500- 4'000€
<4'300- 5'899CHF"
"841",229678093101130,3532,"R_30bK1uN4yIycFIn","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,5,3672,"R_1dm0mgLEerYlg7d",42,"2'500- 4'000€
<4'300- 5'899CHF"
"842",229678093101132,2299,"R_3MDR4cT1Td8FSdQ","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,9,2142,"R_1hWENNYHai5sIcR",66,"2'500- 4'000€
<4'300- 5'899CHF"
"843",229678093101134,1272,"R_1K8x1AoIHGdYEdL","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,1322,"R_22LmAhnuYngmKbY",71,"<1'500- 2'499€
3'100-4'299CHF"
"844",229678093102160,1787,"R_XXRYu9bNC39zVXX","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,5,1748,"R_3dG2OSaM6IKem2B",64,"<1'500€
<3'100CHF"
"845",229678093104221,1398,"R_12PiLyJbDjUFPsb","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,7,1703,"R_2xPhBRgiLp0kQnn",73,"> 4'000€
>5'900 CHF"
"846",229678093105251,1025,"R_33kIUzAwPAa1yng","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,1322,"R_1mmFq3cx5odSSLt",61,"2'500- 4'000€
<4'300- 5'899CHF"
"847",229678093111417,950,"R_2EhFk9vlQYPpHee","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,849,"R_2RaD1qLsjvheOt2",46,"2'500- 4'000€
<4'300- 5'899CHF"
"848",229678093112449,662,"R_3stNQFQ6wYJItgN","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,989,"R_vOUVtIULfb961Kp",65,"<1'500- 2'499€
3'100-4'299CHF"
"849",229678093114502,2397,"R_2OOx0vJi7nA3Huy","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,8,2240,"R_1CevVXtsMkU9MWT",69,"<1'500- 2'499€
3'100-4'299CHF"
"850",229678093115531,767,"R_1LI64yNOZO7C7l3","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,7,866,"R_30jwO1Q51T1Oqua",52,"<1'500- 2'499€
3'100-4'299CHF"
"851",229678093128888,1285,"R_12JYacNsaMn3IDo","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,4,1142,"R_rjxdCSSgbclxtmN",56,"2'500- 4'000€
<4'300- 5'899CHF"
"852",229678093130942,6757,"R_2D0HsJW89BCf2CJ","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,8,1129,"R_2tunXP6UyGFpYHU",41,"2'500- 4'000€
<4'300- 5'899CHF"
"853",229678093131973,1738,"R_ZK76CrhFxQDLP21","female","Switzerland","<1'500€
<3'100CHF","degree",1,5,3306,"R_1ob4JLq5bEFQZX3",75,"<1'500€
<3'100CHF"
"854",229678093138135,768,"R_2AMfF4aom3GcQs1","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,5,3493,"R_cUssRwZ7X6KVAKR",42,"2'500- 4'000€
<4'300- 5'899CHF"
"855",229678093141220,796,"R_2R1zKMVHMSfa4z7","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,885,"R_TowBIbjzMvWm63v",59,"2'500- 4'000€
<4'300- 5'899CHF"
"856",229678093154327,1410,"R_0dg1Hw00DVaqtzz","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,5,1528,"R_1DC5nrZ8uUaZwqY",41,"2'500- 4'000€
<4'300- 5'899CHF"
"857",229678093158445,2944,"R_3L5PQsiTJgy6Y7j","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,5,1171,"R_2ya14O4rS4r6z6L",41,"2'500- 4'000€
<4'300- 5'899CHF"
"858",229678093160510,2062,"R_2lBmcIYsx0e2otb","female","Switzerland","<1'500€
<3'100CHF","no formal education",1,8,2181,"R_3p2SlJMvhHdZQFF",79,"<1'500€
<3'100CHF"
"859",229678093162569,542,"R_2zu5nbshAH7KEPO","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,903,"R_331IDX0zbNRfPC5",73,"<1'500- 2'499€
3'100-4'299CHF"
"860",229678093163595,1232,"R_1mwQU5GVzlTar7A","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,3,1794,"R_2CZMbro8CP9Uu5t",58,"<1'500- 2'499€
3'100-4'299CHF"
"861",229678093165654,1472,"R_3oAPxeuf0OCltUD","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,1579,"R_3GpNBQ5CgxNdsMz",52,"<1'500- 2'499€
3'100-4'299CHF"
"862",229678093166682,4308,"R_56fnmbvJywu4sKJ","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,5,1744,"R_3HFoTLJEFC5wC4x",40,"2'500- 4'000€
<4'300- 5'899CHF"
"863",229678093170791,1361,"R_30crysKQhyddsps","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,7,1696,"R_d4onltv9E2ZhjUt",73,"2'500- 4'000€
<4'300- 5'899CHF"
"864",229678093170793,1040,"R_325AB8k9M8UQxlw","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,1185,"R_27dSC2bMDR9Y5Nq",66,"<1'500- 2'499€
3'100-4'299CHF"
"865",229678093174908,579,"R_ag8JSwWHIvXWxmF","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,430,"R_3P5By0WphwihAp7",32,"<1'500€
<3'100CHF"
"866",229678093176971,2018,"R_2v0Vk9U8l4P7kiG","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",2,4,3406,"R_2Xjw9U7TeoUf9Zs",69,"2'500- 4'000€
<4'300- 5'899CHF"
"867",229678093184174,1630,"R_1I4608oEAcr8qZ5","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,1488,"R_3KTwRSPp3KkukEt",63,"<1'500- 2'499€
3'100-4'299CHF"
"868",229678093185199,1478,"R_2Vsy3pzc9ArzRtG","male","Switzerland","<1'500€
<3'100CHF","obligatory school",2,9,1703,"R_1KsaM05l1fUtPlf",68,"<1'500- 2'499€
3'100-4'299CHF"
"869",229678093191369,874,"R_1pm0pJTc79c6aAa","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",1,5,791,"R_AuJI7yC5tBSLAEV",45,"2'500- 4'000€
<4'300- 5'899CHF"
"870",229678093198559,1730,"R_OlhgC04azJYZ9qp","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,6,3848,"R_9Yp1rttWTLA5JjX",44,"<1'500€
<3'100CHF"
"871",229678093210632,3058,"R_T7oDEcrvfbIAgQF","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,2843,"R_DNPrKhvZCScA1eV",71,"2'500- 4'000€
<4'300- 5'899CHF"
"872",229678093212684,1115,"R_uw85ACVWObqwt5n","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,7,1338,"R_3D8h1NrjCM66rpq",45,"2'500- 4'000€
<4'300- 5'899CHF"
"873",229678093212685,1344,"R_dmnxzIsmPDooyOZ","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,2,1854,"R_1FsrFDQpo9ZXqH5",46,"<1'500- 2'499€
3'100-4'299CHF"
"874",229678093213710,1048,"R_2xFrcIEKAj8D2Z1","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,7,1104,"R_10qL1CUVhegrTOE",69,"2'500- 4'000€
<4'300- 5'899CHF"
"875",229678093213711,1955,"R_RQDS0jaxmS9ErmN","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,5,1645,"R_2xWTnHsjrYO8IcV",60,"2'500- 4'000€
<4'300- 5'899CHF"
"876",229678093228064,1353,"R_2sbx1HBRGkytKUq","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,4,1874,"R_1dH1iYOib9kW6Yk",71,"<1'500- 2'499€
3'100-4'299CHF"
"877",229678093236281,1641,"R_2E0smvzVa5RkXjW","male","Switzerland","<1'500€
<3'100CHF","degree",1,2,1246,"R_3Kwkto5OYOMGaGx",72,"<1'500€
<3'100CHF"
"878",229678093243470,2686,"R_12i4SXq1sTQbnI2","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,6,831,"R_3PB2Ltxuh03nSYU",46,"2'500- 4'000€
<4'300- 5'899CHF"
"879",229678093252715,1327,"R_DTxi23dLWEU3Lm9","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,1328,"R_2YmNX6Oye45BteD",71,"<1'500- 2'499€
3'100-4'299CHF"
"880",229678093254769,834,"R_SBqIymDRs8RY3Lz","female","Switzerland","<1'500€
<3'100CHF","no formal education",1,6,863,"R_82qifZi875gCzct",76,"<1'500€
<3'100CHF"
"881",229678093256821,1779,"R_2xxXuj9h7t2MTRN","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,6,2140,"R_2sb8kwdFoCXuYsV",69,"<1'500€
<3'100CHF"
"882",229678093257846,996,"R_1ihd4GO2vbgYswo","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,8,944,"R_29iVCMt5bQ4ccVC",60,"<1'500- 2'499€
3'100-4'299CHF"
"883",229678093258872,609,"R_1FQlkBgVUBKOWeq","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,770,"R_rdvGOViTUIBzCnv",53,"<1'500€
<3'100CHF"
"884",229678093260930,1815,"R_3ebnID09JFlJTeF","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,2430,"R_2t673KXh7dRiqrM",75,"<1'500- 2'499€
3'100-4'299CHF"
"885",229678093261955,1115,"R_ah3CqRoRJKXemNb","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,2,1802,"R_1FET35ZNzpaPbdF",74,"> 4'000€
>5'900 CHF"
"886",229678093262980,675,"R_1DtZIJqboWi8LBH","female","Switzerland","<1'500€
<3'100CHF","no formal education",1,6,1932,"R_2RUHQD5aPpSRYCm",56,"<1'500€
<3'100CHF"
"887",229678093268122,1336,"R_sOmW6gSKvNJ5Si5","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,1483,"R_9Xgz23SK1HLZnWN",55,"<1'500- 2'499€
3'100-4'299CHF"
"888",229678093270175,771,"R_r9JW6sEUQghvZip","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,8,949,"R_3GAGoyaBkjZ8A2V",31,"2'500- 4'000€
<4'300- 5'899CHF"
"889",229678093270176,2102,"R_12zZPiBUIW0qjxi","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,2848,"R_3NEcJYl36tldrhz",75,"<1'500- 2'499€
3'100-4'299CHF"
"890",229678093275314,13989,"R_2aOZbvUCWCaZgT8","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,1475,"R_3lPRoXD0peSUgP1",68,"2'500- 4'000€
<4'300- 5'899CHF"
"891",229678093284551,2525,"R_3GBUvUfh9Q3gNlv","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,4,3919,"R_3Qy41xx43VBVI2J",56,"<1'500€
<3'100CHF"
"892",229678093294826,646,"R_21aGdDDHglzuebV","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,811,"R_3EmcbAxB2fgWfm5",64,"2'500- 4'000€
<4'300- 5'899CHF"
"893",229678093298939,2476,"R_e4N6cNACFRrujZf","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,4,2338,"R_3Pq4dwxmvP7IV7W",59,"<1'500- 2'499€
3'100-4'299CHF"
"894",229678093302790,781,"R_3nH7erFm3FlZqRm","female","Switzerland","<1'500€
<3'100CHF","degree",2,3,971,"R_2bN5F89p3dp47h6",45,"<1'500€
<3'100CHF"
"895",229678093305871,609,"R_2w1ARrEgHOLS7Fe","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,6,487,"R_Uz0ZnKODzkhgrQJ",30,"2'500- 4'000€
<4'300- 5'899CHF"
"896",229678093311007,354,"R_s883BmiiKny1N8l","male","Switzerland","<1'500€
<3'100CHF","degree",4,6,329,"R_e5Sa8an5gWqd87T",47,"> 4'000€
>5'900 CHF"
"897",229678093312036,785,"R_3nGzUm4aNDYJiLY","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,5,796,"R_xhgwIdsmKhptaSZ",41,"<1'500- 2'499€
3'100-4'299CHF"
